humbs.db,humbs.d
37466633,2840
39658096,2843
39658096,2844
11322748,2845
11322748,2846
11322748,2847
23030833,2848
23030833,2849
35161211,284
23030833,2850
23030833,2851
23030833,2852
36230545,2858
37026112,2859
35161211,285
39459422,2861
39459422,2862
39382647,2867
39382647,2868
39382647,2869
39593911,2870
39593911,2871
24879992,2873
24879992,2874
24879992,2875
11356392,2876
33892362,2877
33892362,2878
29671364,2879
29671364,2880
29671364,2881
37732671,2882
37732671,2883
18237555,2885
18237555,2886
29910247,2897
29910247,2898
29910247,2899
39244776,2900
39244776,2901
39244776,2902
39244776,2903
39244776,2904
39244776,2905
39244776,2906
12487749,2908
13725514,290
10596250,2915
10596250,2916
21835195,2918
29806494,2919
13725514,291
29806494,2920
29806494,2921
29806494,2922
29806494,2923
29806494,2924
29806494,2925
29806494,2926
12532276,2929
19460219,292
12532276,2930
11716901,2931
11716901,2932
17080213,2933
17080213,2934
39295161,2935
32443945,2936
32443945,2937
32443945,2938
32443945,2939
19460219,293
10574971,2944
10600919,2946
10600919,2947
10600919,2948
10600919,2949
19460219,294
15369530,2958
15369530,2960
39029162,2965
24008783,2971
24008783,2972
24761325,2975
39039138,2983
39039138,2984
39039138,2985
16405509,2992
16405509,2993
16405509,2994
16405509,2995
16405509,2996
16405509,2997
16405509,2998
25002221,2999
13267924,29
13003360,2
25002221,3002
25002221,3003
38927201,3004
38927201,3005
38927201,3006
38927201,3007
32431106,3011
35275026,3023
35275026,3024
35275026,3025
35275026,3026
35275026,3027
35275026,3028
34184110,3032
34184110,3033
34184110,3035
38218224,3041
10636726,3044
10636726,3045
41947326,305
33892362,3061
33892362,3062
33892362,3063
11717081,3064
11717081,3065
11717081,3066
38747924,3067
38747924,3068
38747924,3069
41947326,306
30044481,3072
30044481,3073
30044481,3074
38742563,3076
38742563,3077
38729988,3078
38729988,3079
41947326,307
15522108,3080
15522108,3081
15522108,3082
15522108,3083
15522108,3084
15522108,3085
15522108,3086
15522108,3088
15522108,3089
15522108,3090
38369780,3094
38369780,3095
38369780,3096
38369780,3097
38369780,3098
38369780,3099
38369780,3100
38369780,3101
38369780,3102
38369780,3103
38369780,3104
38369780,3105
38697889,3106
38697889,3107
38697889,3108
38690770,3109
38690770,3110
38690770,3111
38690770,3112
38686524,3113
38686524,3114
21355822,3116
38552265,3127
38552265,3128
38552265,3129
38552265,3131
12519660,3132
12519660,3133
12519660,3135
12519660,3136
12519660,3137
36084634,314
21140392,3151
38126990,3161
38126990,3162
38126990,3163
38445716,3165
38445716,3166
12603147,3167
12603147,3168
12603147,3169
12603147,3170
33892362,3171
33892362,3172
19317966,3173
19317966,3174
19317966,3175
19317966,3176
31117399,3177
31117399,3179
31117399,3180
31117399,3181
31117399,3182
31117399,3183
31117399,3187
31117399,3194
31117399,3195
28222365,3199
13267924,31
27513765,3208
27513765,3209
27513765,3210
27513765,3211
13699019,3212
13699019,3213
13699019,3215
10605084,3219
10605084,3220
27341047,3221
27341047,3234
36966589,3235
36966589,3236
10671416,3237
10671416,3238
38335996,3239
38335996,3240
38335996,3241
47180006,324
38321872,3251
38321872,3252
13005474,3253
13005474,3254
13005474,3255
13005474,3256
13005474,3257
13005474,3258
17974084,3259
42632937,325
12641512,3260
12641512,3261
12641512,3262
37896690,3263
37896690,3264
37896690,3265
37896690,3266
42632937,326
38140282,3276
38140282,3277
28589912,3278
28589912,3279
42632937,327
38113925,3285
38113925,3286
42632937,328
42632937,329
36355615,3304
36355615,3305
36355615,3306
24776860,3307
24776860,3308
24776860,3309
42632937,330
24776860,3310
38037463,3313
37981396,3316
37981396,3317
37981396,3318
37981396,3319
42632937,331
10911239,3329
42632937,332
10911239,3330
10911239,3331
37922924,3334
37922924,3335
37922924,3336
12743689,3337
12743689,3338
12743689,3339
37900304,3340
37900304,3341
37900304,3342
37900304,3343
37846309,3345
14242517,3346
14242517,3347
14242517,3349
10969625,3353
27585892,3360
21976654,3361
37358763,3362
37358763,3363
31794260,3367
31794260,3368
32692987,3369
32692987,3370
11161741,342
17929767,343
44886507,347
44886507,348
44886507,349
10885936,34
32639599,351
45252169,358
45252169,359
10885936,35
43993635,364
43993635,365
12822366,375
23836118,379
11320425,383
47908242,392
47820140,395
28540931,397
28540931,398
28540931,399
13003360,3
20983635,401
20983635,402
19669319,403
19669319,404
37469625,40
46326467,411
46326467,412
46326467,413
46326467,418
11691831,419
11691831,420
35944252,421
35944252,422
35944252,423
32887420,424
32887420,425
15238340,426
25043330,427
27714195,42
47783652,435
44742708,441
44742708,442
44742708,443
44742708,444
44742708,445
44742708,446
47758656,454
47758656,455
47758656,456
47758656,457
47758656,459
47779653,464
47758656,465
47758656,466
19479198,482
19479198,483
18256950,489
37427931,48
18256950,490
18256950,491
47723681,498
47723681,499
37427931,49
21419896,4
47723681,500
17889946,501
17889946,502
47658477,507
44089616,516
17559346,51
16294879,522
16294879,523
25356120,524
25356120,525
47410707,534
17559346,53
46339913,546
46339913,547
15548845,562
15548845,563
15548845,564
47577631,567
47577631,568
24281564,56
17938071,570
17938071,577
17938071,578
24281564,57
41811838,583
41811838,584
26211989,599
32394384,59
21419896,5
18685433,600
18685433,601
32630453,603
32630453,604
32630453,605
32630453,606
32630453,607
32630453,608
32630453,609
19357630,60
32630453,610
32630453,611
25833470,615
25833470,616
22813206,617
22813206,618
22813206,619
22813206,620
47419348,621
47419348,622
47180284,625
47180284,626
47180284,627
31870140,629
31870140,630
31870140,631
20480150,63
43534478,645
43534478,646
43534478,647
15315216,649
15315216,650
45416862,659
45416862,660
45416862,662
11391410,666
11391410,667
24131342,668
24131342,669
36868546,677
18838059,679
18838059,680
47188651,686
22184504,694
22184504,695
22184504,696
47148963,697
47148963,698
28741897,69
21419896,6
17532543,707
17532543,708
17532543,709
28741897,70
17532543,710
33832810,714
28741897,71
32525962,720
28513612,721
16179420,724
16179420,725
16179420,726
18703557,729
28741897,72
18703557,730
18703557,731
36608061,732
36608061,733
47017797,738
47017797,739
12458657,73
22161594,741
46498115,748
47017913,749
47017913,750
47017913,751
47017913,752
47017913,753
47017913,754
47017913,755
47017913,756
47017913,757
47017913,758
47017913,759
12458657,75
47017913,760
47017913,761
47017913,762
47017913,763
47017913,764
47017913,765
47017913,766
47017913,767
47017913,768
47017913,769
47017913,770
47017913,771
47017913,772
47017913,773
47017913,774
47017913,776
47017913,777
47017913,778
34350429,779
12458657,77
16262144,780
16262144,781
46960348,790
38729539,797
38729539,798
38729539,799
21419896,7
14682526,801
18993204,802
25892107,805
45919378,808
41496145,812
41477997,815
13524711,818
29805770,819
24578150,81
14813616,823
14813616,824
14813616,825
15544603,826
15544603,827
15544603,828
25466748,830
25466748,831
25466748,832
25466748,833
25466748,834
39388638,835
39388638,836
23329665,838
23329665,839
37267014,83
13219824,840
11326733,842
28778604,843
28778604,844
25474268,847
21994366,849
37267014,84
46051112,851
46051112,852
46168197,853
46168197,854
46168197,855
46736398,856
46736398,857
46736398,858
46736398,859
46736398,860
33766076,863
26069917,864
26069917,865
26069917,866
10546952,868
38073902,869
11762492,871
11762492,872
46733104,876
46733104,877
46733104,878
46733104,879
46733104,880
39148917,881
39148917,882
18321405,883
12638422,887
31410928,888
31410928,889
29354102,88
31410928,890
35656586,891
44795098,892
44795098,893
44795098,894
15058450,895
15058450,896
15058450,897
15058450,898
15058450,899
29354102,89
23740558,8
27714195,900
44381800,909
29354102,90
24600312,914
24600312,916
24600312,917
22219051,918
22219051,919
15556202,91
22219051,920
22219051,921
36308493,922
36308493,923
36308493,924
36308493,925
36308493,926
36308493,927
36308493,929
15556202,92
36308493,930
29996676,934
29996676,935
29996676,936
29996676,937
35775494,938
35775494,939
27722608,93
24091444,943
24091444,944
24091444,945
19023665,946
19023665,947
16916256,948
16916256,949
27722608,94
16916256,951
24590299,956
46507925,957
46507925,958
46507925,959
34302235,95
46062509,960
46062509,961
46062509,963
46062509,964
46062509,965
46062509,966
34302235,96
22197423,977
22197423,978
22197423,979
34302235,97
22197423,983
22197423,984
22197423,985
46461966,990
20332794,993
40939625,995
46430265,996
46430265,997
16042186,998
16042186,999
25976524,99
23740558,9
